Age,Gender,Occupation,ScreenTime,SocialMedia,Gaming,Streaming,WorkEducation,Unlocks,AppSwitching,Notifications,LateNightUsage,SleepHours,MoodScore,PhysicalActivity,HeartRate,AddictionLevel
49,Other,Self-employed,14.9,1.9,3.4,4.2,3.9,240,17,106,3.5,8.3,6,1.3,78,High
12,Male,Self-employed,18.2,5.0,1.8,2.5,7.9,102,58,485,3.2,6.5,7,1.1,84,High
38,Other,Self-employed,14.2,2.0,1.3,4.6,4.5,40,44,285,0.5,8.6,2,2.7,71,Low
57,Other,Professional,20.5,6.0,2.8,4.9,5.8,223,17,362,0.9,7.0,1,0.3,85,High
19,Other,Professional,15.2,2.2,3.6,4.9,3.3,234,50,61,3.3,8.0,2,1.5,76,High
62,Female,Professional,16.9,5.3,3.9,3.1,2.6,194,52,510,0.1,6.3,10,1.9,88,High
57,Female,Student,15.4,2.7,1.2,3.0,7.3,175,37,522,2.1,4.5,9,2.0,90,High
53,Other,Self-employed,15.6,1.9,3.8,2.6,5.9,210,41,499,3.3,5.1,2,0.3,87,High
28,Male,Unemployed,11.6,1.7,2.0,1.8,4.7,211,27,474,0.8,4.7,7,0.3,86,High
20,Other,Unemployed,11.9,5.2,1.2,2.0,2.7,74,25,558,0.6,8.0,1,0.9,83,High
17,Other,Professional,11.7,2.2,4.0,1.5,2.1,31,12,400,0.7,8.6,9,2.3,79,Moderate
54,Female,Student,13.3,2.4,3.5,4.8,2.0,149,38,451,3.0,5.2,6,2.9,92,High
36,Female,Professional,13.6,1.6,2.8,3.3,4.0,206,57,511,3.9,5.6,9,1.8,87,High
50,Female,Unemployed,22.3,5.8,3.6,4.7,7.0,49,35,351,0.8,7.7,9,2.0,77,High
60,Other,Self-employed,14.6,1.8,2.7,2.2,7.0,31,35,60,0.4,6.2,6,2.9,81,Moderate
39,Other,Unemployed,12.2,1.9,1.8,1.8,6.0,186,24,408,1.1,8.1,6,0.7,85,High
44,Male,Self-employed,16.4,5.7,3.8,1.1,4.3,37,39,291,0.4,5.6,3,0.3,80,High
48,Other,Self-employed,14.6,5.5,3.9,1.9,1.9,141,6,94,0.0,6.6,8,0.5,75,High
20,Other,Student,13.3,1.9,1.3,4.5,3.8,145,28,79,1.8,8.2,1,0.9,79,High
29,Female,Unemployed,16.2,5.3,1.4,3.1,5.6,43,15,411,3.0,5.7,6,2.0,90,High
32,Female,Professional,11.9,1.9,1.5,2.5,4.8,159,8,589,1.2,7.2,8,0.9,80,High
13,Female,Student,13.4,1.0,3.3,3.1,4.1,101,30,407,1.3,7.2,9,1.5,88,High
54,Female,Self-employed,17.3,5.0,3.2,4.5,3.4,153,18,178,0.9,5.8,4,0.1,84,High
49,Female,Unemployed,17.3,4.7,3.9,1.4,6.0,27,50,393,0.5,7.7,4,2.8,82,High
51,Male,Professional,16.5,2.1,1.9,4.8,6.7,76,46,365,0.3,6.6,3,1.8,77,Moderate
47,Male,Student,15.0,1.0,2.9,3.5,5.8,68,24,481,2.3,7.0,1,1.6,83,Moderate
61,Male,Professional,18.0,1.6,3.4,4.3,7.5,162,40,77,3.1,6.0,10,2.2,81,High
54,Female,Unemployed,16.2,4.7,0.9,2.9,6.2,26,29,232,2.0,4.4,1,2.8,88,High
48,Female,Professional,14.2,5.8,2.5,1.6,3.6,240,43,386,3.4,7.5,2,1.8,90,High
26,Female,Student,13.5,1.9,2.2,3.1,4.9,77,14,137,1.8,5.7,1,2.0,82,High
39,Male,Professional,14.7,5.0,3.0,0.8,4.0,72,39,492,0.3,7.0,1,0.8,81,High
29,Female,Unemployed,14.9,1.8,2.8,4.3,4.4,172,9,590,2.4,8.5,6,2.5,83,High
45,Male,Student,18.7,4.2,3.3,3.4,7.2,224,8,475,2.9,8.2,5,2.4,91,High
33,Female,Self-employed,7.8,1.0,1.2,1.8,2.4,208,53,538,0.5,7.1,5,0.1,77,Moderate
22,Other,Student,7.8,3.7,0.9,1.7,0.1,243,24,285,2.1,5.1,1,2.3,72,High
24,Male,Unemployed,16.3,2.0,3.2,4.6,5.6,159,27,60,1.2,6.6,3,0.6,75,High
15,Other,Professional,14.5,5.6,1.4,4.3,1.4,131,47,469,3.9,5.9,7,0.5,92,High
33,Male,Self-employed,10.1,2.1,1.2,3.9,1.2,44,9,334,0.8,7.0,6,1.0,78,Low
18,Female,Self-employed,15.8,2.7,1.3,2.4,7.9,166,33,396,2.7,7.7,6,2.8,82,High
54,Female,Professional,13.6,5.1,0.3,4.4,2.1,61,48,460,1.2,7.6,8,1.8,73,Moderate
35,Other,Unemployed,10.0,2.9,3.1,1.6,1.6,99,33,316,1.7,4.3,5,2.8,74,High
15,Female,Student,8.7,1.8,2.9,0.6,1.5,31,50,249,3.3,5.9,10,0.2,83,Moderate
39,Male,Unemployed,13.0,3.5,2.2,2.4,3.3,207,36,412,4.0,6.0,2,1.6,78,High
26,Female,Self-employed,17.1,5.1,2.9,4.6,3.3,246,26,373,0.5,4.9,4,1.5,77,High
12,Female,Student,13.3,2.9,1.5,3.1,5.1,55,49,485,1.8,6.4,3,1.3,85,High
14,Male,Student,6.3,1.2,1.2,1.5,0.8,171,47,170,2.5,5.4,2,3.0,82,Moderate
25,Other,Professional,15.2,2.6,3.4,3.4,5.1,52,58,253,1.6,5.7,8,1.4,73,High
49,Other,Unemployed,15.9,5.7,1.7,3.9,3.6,183,48,236,0.5,6.9,10,0.7,81,High
61,Female,Student,7.7,0.9,0.8,3.0,1.7,151,11,133,0.1,8.2,4,1.9,66,Low
12,Male,Professional,17.7,2.7,3.0,4.3,6.2,246,37,355,0.1,6.1,5,0.7,85,High
49,Other,Unemployed,12.9,4.1,1.3,3.2,3.8,197,26,283,2.0,6.7,9,0.4,75,High
49,Other,Self-employed,9.0,0.9,0.8,0.9,5.7,75,45,56,1.6,8.0,9,1.7,70,Low
32,Female,Self-employed,14.7,2.4,0.1,4.1,7.4,137,32,567,3.9,6.1,6,2.2,94,High
59,Male,Unemployed,15.2,5.7,3.9,1.2,2.8,133,25,260,3.6,5.9,9,1.4,89,High
40,Other,Student,15.5,0.7,1.9,4.5,7.2,27,59,315,2.4,7.3,1,1.0,79,Moderate
16,Female,Student,11.1,4.6,0.6,2.8,1.6,208,55,70,1.9,5.4,5,0.5,75,High
60,Female,Self-employed,15.1,5.1,3.0,3.8,1.8,27,40,303,2.3,4.1,7,2.4,90,High
21,Female,Self-employed,16.3,2.0,3.6,4.9,5.3,154,8,147,1.9,4.7,7,2.7,73,High
39,Female,Student,7.8,1.7,2.1,2.4,0.8,123,47,282,1.4,5.4,2,0.8,70,Low
32,Other,Unemployed,13.4,5.5,0.1,2.6,3.6,172,10,507,2.4,8.0,9,1.3,89,High
61,Male,Self-employed,13.6,4.7,1.5,4.2,1.7,195,23,150,3.7,5.1,1,0.9,84,High
18,Female,Student,8.8,1.1,1.0,1.0,4.6,54,55,201,2.6,7.1,9,2.5,85,Low
14,Female,Unemployed,11.8,1.7,2.5,0.6,6.5,98,57,542,0.7,5.5,1,2.8,82,High
56,Other,Professional,10.7,3.9,2.1,3.2,0.3,165,15,587,1.9,4.3,3,0.5,77,High
58,Female,Unemployed,9.7,2.8,1.4,1.3,3.3,30,54,346,0.7,8.2,10,0.1,84,Low
31,Female,Student,14.9,3.3,2.6,1.7,5.8,241,21,569,0.5,8.7,1,0.3,83,High
30,Male,Unemployed,17.4,5.7,2.3,4.9,2.7,176,50,67,1.3,4.8,6,0.9,80,High
46,Female,Student,11.5,2.8,3.6,3.4,0.3,106,22,224,0.8,6.5,6,2.2,76,High
15,Other,Self-employed,17.9,5.3,2.4,4.4,4.7,117,50,453,3.7,5.4,2,1.0,90,High
16,Male,Professional,12.6,4.1,2.0,4.5,1.0,230,17,75,0.2,6.7,10,3.0,78,High
12,Other,Self-employed,9.1,1.2,3.3,1.0,3.0,35,45,163,3.9,7.5,3,0.3,88,Moderate
15,Male,Self-employed,19.1,4.6,0.8,4.7,7.9,25,55,271,3.4,8.9,7,2.0,85,High
23,Male,Student,13.4,3.4,1.0,4.4,3.2,34,15,150,1.0,5.7,8,1.4,76,Moderate
38,Female,Student,13.8,1.7,3.1,0.7,6.7,92,55,396,0.4,5.3,7,0.9,83,High
53,Female,Student,16.8,2.1,1.8,4.9,6.9,48,31,472,2.3,7.3,8,1.7,81,Moderate
34,Female,Student,11.8,3.6,1.6,2.6,2.1,211,53,72,1.0,8.2,4,0.7,77,High
36,Other,Self-employed,18.9,3.8,3.5,4.9,4.8,85,20,395,1.0,4.1,9,1.8,87,High
32,Female,Student,21.9,5.8,2.4,4.2,7.6,130,54,54,2.3,4.2,1,3.0,84,High
63,Female,Student,16.9,5.2,3.2,2.5,4.9,116,19,63,1.8,6.9,6,0.9,84,High
35,Male,Self-employed,15.8,1.6,3.2,2.8,6.5,249,58,148,2.0,4.7,4,1.1,73,High
36,Female,Professional,12.6,4.8,0.5,1.7,3.7,234,18,305,1.3,7.1,1,2.6,80,High
56,Female,Professional,13.2,0.5,2.6,2.7,5.8,139,19,478,1.3,6.8,9,1.1,73,Moderate
57,Female,Unemployed,7.2,1.2,3.8,1.0,0.2,160,22,501,4.0,8.0,1,2.7,83,Moderate
43,Female,Self-employed,15.0,1.6,1.9,4.6,6.3,231,16,583,1.6,8.0,4,2.1,85,High
43,Male,Student,17.7,3.8,2.9,3.7,5.4,90,30,162,0.9,8.2,7,0.1,80,High
16,Female,Unemployed,12.8,1.6,2.3,4.1,2.9,76,46,594,2.8,8.7,3,1.1,80,Moderate
47,Male,Professional,11.1,2.5,0.8,2.9,3.3,228,44,377,3.1,7.0,3,1.2,76,High
57,Other,Professional,7.3,1.8,0.8,1.1,2.6,198,58,479,0.9,4.7,10,0.7,71,Moderate
53,Female,Self-employed,13.0,2.4,1.7,2.9,4.2,232,22,250,0.4,8.6,9,1.8,74,High
60,Female,Student,12.4,5.7,1.9,2.0,0.9,47,30,157,1.2,9.0,10,0.1,80,Moderate
53,Female,Student,16.6,6.0,2.0,0.5,6.8,113,58,461,2.1,4.2,2,1.8,85,High
50,Male,Unemployed,16.2,4.3,3.8,3.3,3.8,170,50,178,1.5,7.0,8,1.7,73,High
27,Female,Professional,9.8,3.6,0.4,4.3,0.3,144,22,192,0.6,5.9,6,2.1,76,Moderate
44,Female,Unemployed,14.7,4.4,1.5,3.7,4.4,104,5,450,0.1,5.5,8,1.6,73,High
60,Other,Unemployed,17.1,4.7,2.1,1.5,7.4,132,20,509,2.0,7.8,8,1.0,82,High
32,Male,Unemployed,14.4,4.6,3.9,4.2,0.7,20,41,360,3.5,5.5,1,2.9,85,High
20,Male,Student,7.7,1.0,2.0,1.9,1.0,228,25,168,2.4,4.7,5,0.4,79,High
17,Other,Professional,10.8,2.2,3.1,1.5,3.1,115,12,270,3.5,5.2,8,2.2,86,High
62,Male,Unemployed,16.6,2.4,3.0,4.8,5.9,107,56,63,3.1,6.7,1,0.6,88,High
56,Female,Professional,11.8,2.5,2.3,0.6,4.8,218,6,166,1.4,5.3,5,0.2,76,High
46,Female,Professional,8.3,2.4,0.5,1.3,3.7,182,59,105,1.7,5.7,6,2.3,70,Moderate
50,Other,Unemployed,17.6,4.8,0.9,2.6,7.9,55,23,174,3.4,6.9,4,2.6,87,High
33,Male,Unemployed,9.1,4.6,1.0,1.3,1.5,33,33,74,2.8,7.5,7,0.4,76,Moderate
52,Male,Self-employed,9.9,0.5,0.2,1.3,6.6,203,34,457,2.2,4.4,5,1.6,80,Moderate
16,Male,Student,8.8,2.1,1.5,3.4,1.0,81,7,142,3.8,6.1,2,2.2,88,Moderate
53,Other,Professional,13.2,3.9,2.4,4.2,1.4,159,12,207,0.2,7.6,3,1.1,81,High
34,Female,Unemployed,8.6,1.2,0.6,3.5,2.4,122,39,268,3.4,5.6,5,1.3,84,Moderate
28,Other,Unemployed,10.3,0.9,0.7,1.0,7.0,106,22,568,1.3,7.8,2,2.9,73,Low
23,Female,Professional,17.4,5.1,2.8,4.5,3.6,161,30,190,2.6,5.7,9,2.2,86,High
34,Other,Unemployed,12.1,3.0,0.7,4.7,3.2,209,29,583,3.7,7.8,9,2.8,87,High
27,Female,Self-employed,13.3,5.2,0.5,1.8,3.9,137,12,447,1.4,8.8,5,1.3,82,High
14,Male,Professional,18.6,5.0,3.9,3.0,5.0,236,22,582,2.0,6.5,2,1.4,81,High
41,Male,Unemployed,13.4,5.4,0.1,2.7,3.4,41,28,579,1.3,6.4,1,2.9,87,Moderate
33,Male,Professional,13.8,0.8,1.3,3.5,7.7,132,9,97,2.8,6.4,4,1.3,84,High
20,Other,Unemployed,8.2,1.5,0.1,4.9,1.1,120,30,142,0.5,8.8,4,1.2,76,Low
40,Other,Unemployed,15.3,2.1,3.4,4.9,3.8,48,14,75,3.0,4.8,4,2.1,79,High
58,Other,Student,11.1,1.2,2.3,2.8,3.3,219,15,88,3.1,7.7,6,0.1,83,High
48,Male,Professional,10.7,3.2,0.2,0.9,5.5,94,8,214,0.3,7.4,5,1.3,70,Low
34,Female,Student,18.4,4.9,2.5,2.0,7.7,113,14,497,1.6,7.2,7,2.8,87,High
24,Male,Unemployed,12.3,5.7,0.5,2.4,2.3,206,41,542,2.8,7.7,5,2.7,87,High
43,Male,Professional,18.7,5.4,2.0,2.9,7.6,105,16,495,0.4,5.6,9,2.0,86,High
57,Female,Professional,18.8,3.0,2.7,4.8,6.6,34,14,533,3.2,8.6,6,1.3,89,High
63,Female,Self-employed,14.7,4.0,0.6,1.7,6.5,168,16,450,2.6,8.5,5,1.5,88,High
58,Female,Self-employed,8.7,1.8,2.0,2.9,0.6,130,9,589,1.9,5.2,1,0.8,78,Moderate
59,Female,Unemployed,15.8,2.7,1.8,1.8,7.5,108,47,265,0.4,6.6,6,0.6,81,High
34,Male,Unemployed,21.2,5.3,3.7,4.6,6.7,96,31,80,0.3,5.6,5,0.8,74,High
56,Other,Unemployed,15.6,0.7,4.0,5.0,5.5,90,37,546,1.0,8.0,10,2.7,75,Moderate
28,Male,Unemployed,12.4,3.4,2.6,4.4,1.0,132,36,305,3.2,8.5,3,0.8,82,High
51,Female,Self-employed,15.6,5.3,3.4,2.0,3.4,229,9,233,3.6,6.7,4,1.4,83,High
32,Other,Professional,13.6,1.2,2.6,1.8,6.7,159,27,462,1.0,5.6,10,2.1,75,High
13,Other,Student,16.3,5.9,3.5,2.4,3.5,80,28,190,1.2,7.2,5,2.2,80,High
48,Male,Professional,10.8,0.6,1.7,3.9,3.5,66,50,420,0.7,4.7,9,0.9,70,Low
17,Male,Professional,11.6,5.4,2.4,0.5,2.2,45,6,478,2.7,6.5,9,0.8,82,High
55,Male,Self-employed,13.1,2.4,3.4,5.0,0.4,88,34,464,0.1,7.8,6,1.1,80,Moderate
29,Other,Professional,14.5,1.2,3.7,4.5,4.1,219,14,520,3.7,5.3,6,0.3,88,High
41,Other,Professional,9.1,1.4,0.1,0.6,6.2,183,5,294,1.1,6.0,9,1.6,82,Moderate
33,Other,Unemployed,9.5,4.4,0.4,2.2,1.2,202,17,185,3.1,7.3,8,2.2,77,High
44,Female,Student,20.4,5.3,3.7,3.6,7.2,88,40,241,3.9,8.8,7,0.7,94,High
41,Female,Professional,13.6,4.0,2.3,1.6,4.4,105,7,355,0.6,4.4,6,0.3,78,High
28,Male,Professional,18.7,5.6,4.0,1.1,6.5,234,48,196,0.5,4.8,2,2.5,84,High
54,Other,Student,18.9,5.1,3.2,3.3,5.3,91,48,92,1.1,4.6,8,2.6,83,High
43,Male,Unemployed,11.3,0.5,3.3,4.6,1.1,166,20,414,2.4,5.1,10,2.6,82,High
53,Other,Self-employed,19.5,4.2,1.5,4.8,7.3,181,18,384,0.0,4.3,10,1.3,81,High
62,Male,Self-employed,10.6,2.2,1.0,0.5,5.7,217,44,230,2.4,5.8,5,0.4,75,High
25,Female,Professional,12.0,3.0,2.4,4.4,0.3,210,58,224,2.3,5.4,6,2.1,86,High
21,Other,Unemployed,13.8,1.0,3.5,3.0,4.6,145,49,106,0.2,5.0,3,0.3,81,High
58,Female,Self-employed,11.5,2.1,2.9,1.6,3.8,197,52,314,2.1,5.3,1,2.1,75,High
62,Other,Self-employed,17.4,4.0,1.9,3.3,6.9,36,51,588,3.3,7.2,6,0.7,84,High
47,Male,Self-employed,11.8,1.7,3.0,5.0,1.0,140,50,492,1.2,7.4,4,0.3,86,High
45,Other,Self-employed,14.1,4.1,2.8,1.7,4.7,100,9,222,3.3,8.6,5,0.0,80,High
20,Female,Self-employed,14.6,5.6,3.7,1.7,2.5,98,29,55,1.8,5.1,4,1.5,83,High
53,Other,Professional,8.9,0.5,1.1,3.6,2.0,58,42,65,3.4,4.5,5,2.6,86,Low
39,Male,Self-employed,7.1,4.8,0.5,0.7,0.2,120,58,274,1.9,4.3,1,2.2,74,Moderate
22,Other,Professional,14.2,4.0,1.9,4.2,2.7,178,33,131,3.6,6.5,4,0.8,82,High
25,Female,Student,10.1,0.8,1.4,3.4,3.2,169,21,306,3.7,7.2,4,0.4,79,Moderate
50,Male,Student,18.5,4.8,3.9,4.3,3.6,77,13,190,0.0,5.2,10,2.9,74,High
58,Female,Unemployed,10.8,1.7,0.0,1.5,5.9,44,22,581,1.5,7.3,6,2.5,85,Low
30,Other,Professional,14.3,2.0,3.7,4.3,3.2,38,16,151,3.5,4.9,3,1.9,76,High
26,Female,Unemployed,10.3,1.0,3.8,2.5,1.6,73,49,131,0.1,5.1,3,1.1,68,Moderate
39,Other,Student,9.8,3.4,0.2,1.1,3.2,218,53,598,0.4,7.3,5,2.4,72,Moderate
35,Male,Student,12.8,3.2,3.6,4.6,0.6,21,43,551,1.7,8.8,3,1.1,79,Moderate
19,Female,Student,17.0,2.4,1.9,3.7,7.8,98,32,513,3.9,8.5,7,2.1,88,High
54,Female,Student,7.1,1.4,3.1,1.3,0.5,41,57,511,3.7,4.1,3,1.6,79,Low
20,Other,Self-employed,9.8,5.1,0.3,1.6,1.6,185,58,437,2.3,8.9,4,1.7,77,High
58,Female,Student,14.9,5.3,3.8,1.7,3.4,136,36,114,1.0,5.8,2,1.6,81,High
44,Female,Self-employed,20.0,3.5,2.4,4.8,7.5,26,24,361,2.6,6.8,1,2.9,79,High
44,Male,Self-employed,13.3,1.8,3.6,4.5,1.4,124,44,249,1.3,5.7,3,2.7,81,High
30,Other,Unemployed,10.3,1.0,2.7,2.1,3.2,106,59,396,2.6,8.1,4,1.3,80,Moderate
14,Other,Self-employed,19.3,5.3,2.1,2.6,7.9,85,5,427,0.7,7.4,9,2.8,85,High
21,Male,Unemployed,10.3,1.0,0.7,1.8,4.8,135,16,399,2.4,8.4,9,2.0,87,Moderate
51,Male,Self-employed,11.1,0.6,0.7,3.8,4.9,52,26,453,2.8,5.1,5,2.5,77,Low
58,Other,Self-employed,15.4,3.1,1.9,1.2,7.8,101,55,439,2.9,7.2,8,2.4,84,High
53,Male,Student,15.8,4.5,3.5,2.0,4.0,140,12,570,3.9,6.7,10,2.9,82,High
12,Male,Professional,8.0,3.0,0.5,3.2,0.0,127,16,104,0.1,6.9,5,0.6,66,Low
40,Male,Self-employed,10.3,0.8,4.0,4.4,0.2,154,42,81,0.3,5.8,2,2.1,69,Moderate
61,Other,Professional,18.3,4.3,3.5,3.4,5.5,78,58,579,2.4,4.0,1,2.8,86,High
45,Male,Professional,12.9,4.0,1.6,4.7,1.7,235,57,240,1.9,7.5,9,0.2,84,High
62,Female,Professional,15.5,4.2,1.0,4.7,3.8,30,28,402,2.5,7.6,7,2.8,77,Moderate
24,Female,Self-employed,15.4,1.7,3.7,3.7,4.4,159,42,182,2.8,8.4,7,2.8,79,High
12,Other,Professional,13.8,4.9,0.5,1.8,5.3,165,43,361,0.1,8.8,9,1.5,82,High
45,Male,Self-employed,9.3,3.1,1.4,3.6,0.7,248,45,189,1.9,5.0,7,2.1,82,High
40,Female,Student,13.2,3.4,0.3,1.4,6.1,148,32,498,2.0,4.3,6,0.0,88,High
59,Other,Self-employed,18.4,3.5,3.8,2.0,7.4,208,16,247,2.5,7.9,5,0.1,80,High
58,Female,Unemployed,11.2,2.1,2.5,3.9,2.0,140,35,258,1.4,8.4,1,0.1,79,Moderate
24,Male,Student,12.0,1.9,1.3,4.3,3.0,20,42,441,0.3,4.9,9,1.4,78,Moderate
59,Other,Professional,10.9,0.5,1.1,2.4,6.0,46,42,532,1.3,4.5,2,0.3,73,Low
60,Female,Professional,10.3,2.7,1.8,2.9,2.0,92,32,512,0.9,8.2,9,2.4,84,Low
64,Other,Unemployed,11.5,3.2,0.4,2.2,4.3,212,13,141,3.1,8.9,9,0.7,83,High
40,Female,Student,17.6,4.6,3.6,2.7,5.3,239,26,393,3.5,6.0,8,0.5,92,High
50,Female,Unemployed,13.3,0.9,2.0,2.8,7.0,95,11,139,0.7,8.5,5,1.0,77,Low
35,Male,Professional,15.6,5.6,2.9,3.6,2.8,83,8,121,2.4,7.9,7,0.7,86,High
37,Male,Self-employed,12.6,2.0,0.9,3.9,3.9,68,33,404,0.8,5.4,6,2.2,73,Moderate
28,Female,Professional,12.1,2.5,2.0,4.9,1.5,227,57,129,3.3,4.8,8,1.1,81,High
18,Other,Unemployed,7.8,0.8,0.8,2.5,2.5,132,49,578,3.1,5.0,7,2.3,75,Moderate
24,Other,Self-employed,10.8,4.1,3.3,0.9,0.8,218,14,488,2.3,6.6,8,2.4,89,High
16,Male,Self-employed,13.4,4.4,3.1,3.6,1.6,182,46,148,1.3,6.0,5,1.8,84,High
37,Female,Professional,13.3,5.6,0.6,2.7,2.8,204,25,369,3.9,8.8,7,1.9,82,High
60,Male,Self-employed,11.6,2.4,0.3,4.3,3.4,188,8,67,2.6,6.1,10,0.9,78,Moderate
14,Female,Student,13.6,1.9,3.3,1.2,5.7,170,28,258,3.0,4.5,8,1.9,80,High
18,Female,Professional,13.5,4.5,0.4,3.4,3.7,54,25,209,3.5,4.6,10,1.5,75,High
60,Male,Professional,11.0,4.4,2.2,2.6,0.4,99,22,124,3.3,8.5,9,2.1,84,Moderate
50,Other,Student,18.0,5.7,2.1,2.4,6.0,67,30,125,3.3,6.6,1,2.0,86,High
64,Male,Professional,11.1,1.6,0.8,3.0,4.3,189,12,364,1.0,8.7,10,2.1,81,Moderate
12,Female,Unemployed,19.0,4.4,2.4,3.6,7.5,219,27,261,1.3,8.8,3,2.6,87,High
60,Male,Unemployed,13.1,0.9,2.0,4.3,5.1,99,51,372,1.6,8.8,3,1.8,84,Moderate
28,Other,Professional,12.0,3.1,2.0,1.6,4.3,25,13,336,3.7,8.6,7,2.3,90,Moderate
54,Other,Student,8.6,1.2,1.4,1.8,2.4,119,29,310,0.2,8.4,7,1.0,80,Low
36,Female,Self-employed,13.3,4.1,3.4,3.0,1.9,139,40,412,1.0,7.1,8,2.4,79,High
14,Male,Student,10.0,3.8,0.3,2.1,1.8,114,36,297,1.8,8.8,5,0.9,86,Moderate
26,Other,Unemployed,10.2,0.8,1.8,3.1,3.3,130,11,233,2.9,8.0,7,1.1,88,Moderate
40,Male,Professional,7.8,2.3,1.0,1.4,1.4,111,37,188,0.6,7.4,10,2.6,79,Low
64,Other,Student,15.9,2.7,3.4,1.9,6.8,54,35,218,2.0,8.5,9,0.8,85,Moderate
54,Female,Self-employed,12.6,1.9,0.9,2.0,6.4,36,21,336,1.3,8.0,5,2.2,82,Low
43,Female,Self-employed,16.6,0.7,3.1,5.0,5.8,194,39,368,0.9,5.9,5,0.7,76,High
37,Male,Self-employed,10.7,2.3,2.4,4.3,0.4,49,26,137,0.2,5.4,1,0.7,67,Low
27,Female,Self-employed,14.1,4.9,3.5,4.3,0.6,28,33,557,3.3,4.8,6,1.8,88,High
36,Other,Student,14.2,2.5,2.4,2.8,5.1,42,57,448,2.7,8.8,9,0.1,84,Moderate
39,Female,Self-employed,15.0,2.3,2.2,2.6,6.0,64,55,435,1.1,4.4,6,1.9,82,High
20,Other,Unemployed,10.4,5.7,3.2,0.8,0.2,84,22,334,1.6,7.9,3,2.2,78,High
12,Other,Self-employed,8.7,0.7,2.2,1.4,2.3,159,51,346,2.2,5.9,5,2.7,79,Moderate
40,Female,Unemployed,15.0,4.7,3.4,4.5,1.1,100,14,90,1.3,6.3,1,2.3,83,High
33,Other,Student,9.8,3.2,0.2,2.9,1.9,193,19,300,0.7,4.6,6,2.5,81,High
27,Other,Unemployed,17.4,5.7,2.0,4.9,4.1,180,11,188,0.8,4.6,4,0.7,78,High
52,Male,Student,10.9,2.7,3.3,3.2,0.9,147,42,297,3.4,5.8,10,0.9,87,High
62,Male,Self-employed,13.8,4.4,3.4,2.2,1.8,41,18,431,1.9,7.6,6,2.8,89,High
55,Male,Professional,11.4,0.9,3.3,1.7,4.5,29,30,148,1.9,5.3,4,1.9,81,Moderate
62,Female,Unemployed,17.8,5.6,2.4,4.6,4.1,109,22,514,1.6,7.5,1,2.0,77,High
52,Male,Unemployed,16.3,2.4,4.0,2.2,6.9,161,22,181,2.9,9.0,1,2.0,86,High
18,Other,Professional,7.7,3.4,0.7,1.2,1.2,236,10,80,3.3,6.1,1,3.0,72,High
25,Female,Student,7.4,1.3,0.7,1.8,3.0,158,49,494,2.9,8.7,5,2.1,74,Low
40,Female,Student,17.9,5.7,0.1,3.4,7.4,166,47,502,1.9,4.4,5,2.3,85,High
30,Female,Self-employed,16.6,4.2,4.0,1.1,6.4,70,29,581,0.8,5.6,7,2.7,87,High
30,Female,Unemployed,9.6,0.8,1.4,0.9,4.8,47,45,506,2.2,7.0,8,0.9,75,Low
13,Other,Student,14.2,1.4,3.0,2.6,6.2,46,16,294,2.9,5.1,8,2.5,76,High
52,Other,Self-employed,9.1,2.7,0.2,0.9,3.6,158,55,319,1.7,5.9,1,0.1,83,Moderate
56,Male,Student,13.9,1.7,1.2,2.3,7.3,169,34,553,4.0,6.3,7,0.4,93,High
26,Female,Professional,13.3,2.2,2.5,2.0,4.8,172,23,168,3.7,7.4,1,0.4,83,High
14,Male,Professional,17.6,6.0,2.1,2.3,5.6,241,25,93,3.7,5.1,10,0.0,86,High
22,Other,Professional,14.7,4.1,0.8,2.7,5.2,38,20,579,2.4,5.8,10,1.3,92,High
64,Female,Self-employed,15.4,5.6,1.8,1.3,5.4,211,39,258,2.2,8.8,10,3.0,76,High
57,Other,Unemployed,12.8,2.9,0.4,2.5,5.1,186,11,491,2.1,5.3,10,0.8,76,High
41,Male,Professional,10.0,4.4,2.2,2.1,0.6,26,58,326,1.9,7.7,6,0.5,76,Moderate
51,Other,Professional,13.0,3.0,0.4,4.1,4.8,153,46,315,0.6,8.4,3,1.4,84,Moderate
29,Female,Student,16.0,2.3,2.5,3.6,6.3,156,23,413,3.5,7.4,8,2.2,86,High
62,Female,Professional,10.1,3.4,0.6,4.4,0.0,137,42,397,3.3,7.9,3,0.1,76,Moderate
59,Male,Unemployed,16.5,2.9,2.2,3.5,7.1,165,30,232,3.0,8.9,10,1.6,85,High
13,Female,Self-employed,17.0,5.9,0.5,1.0,7.6,178,45,582,2.8,5.7,10,1.4,83,High
43,Other,Professional,9.4,3.2,1.6,2.8,1.0,217,22,346,1.9,5.3,7,1.7,85,High
19,Other,Self-employed,16.1,5.0,1.4,3.8,4.3,81,16,560,4.0,6.3,10,1.8,96,High
33,Other,Self-employed,14.2,4.2,3.0,4.3,0.9,80,9,161,1.8,7.2,10,0.9,86,High
17,Other,Unemployed,11.2,3.1,2.6,1.3,2.3,193,30,74,1.1,4.5,8,0.9,72,High
23,Male,Student,14.8,3.1,3.7,1.5,5.0,105,9,114,1.3,4.3,1,1.3,84,High
58,Other,Student,14.2,2.4,3.7,4.4,2.4,28,42,303,2.9,4.7,4,2.9,85,High
51,Male,Self-employed,10.2,1.1,2.9,2.7,2.9,242,22,283,1.2,4.8,2,1.8,70,High
